feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK034453,RIDE042450,2,4,,Fare charged was higher than expected
FDBK034454,RIDE060613,1,3,Unsafe Driving / Speeding,Ride experience could be better
FDBK034455,RIDE017103,1,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034456,RIDE000477,4,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034457,RIDE026341,3,2,,"Helmet not provided, unsafe"
FDBK034458,RIDE007840,4,3,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034459,RIDE066707,4,3,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034460,RIDE063612,1,3,Long Wait Time,Bike was not clean
FDBK034461,RIDE016109,,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034462,RIDE023089,1,5,Long Wait Time,"Helmet not provided, unsafe"
FDBK034463,RIDE007459,4,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034464,RIDE011839,3,,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034465,RIDE054244,3,1,Long Wait Time,Not satisfied with behaviour
FDBK034466,,,3,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034467,RIDE072169,4,5,No Issues,Traffic was handled well
FDBK034468,,3,2,,Traffic was handled well
FDBK034469,RIDE039975,2,3,No Helmet Provided,"Good service, will ride again"
FDBK034470,RIDE024432,5,5,Route Issues / Longer Route Taken,
FDBK034471,RIDE009822,3,4,Route Issues / Longer Route Taken,
FDBK034472,RIDE067988,5,3,Long Wait Time,Traffic was handled well
FDBK034473,RIDE076693,5,3,Long Wait Time,"Helmet not provided, unsafe"
FDBK034474,RIDE049302,3,4,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034475,RIDE051310,2,2,,Traffic was handled well
FDBK034476,RIDE010045,5,5,Captain Arrived Late,
FDBK034477,RIDE039941,3,5,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034478,RIDE047074,4,3,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK034479,RIDE053112,1,1,Bike in Poor Condition,Ride experience could be better
FDBK034480,RIDE027770,1,2,Fare Overcharged,Ride was smooth and quick
FDBK034481,RIDE057196,1,2,No Helmet Provided,Ride was smooth and quick
FDBK034482,RIDE015844,1,4,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK034483,RIDE066139,3,4,Long Wait Time,Traffic was handled well
FDBK034484,RIDE076637,4,4,Fare Overcharged,Fare charged was higher than expected
FDBK034485,RIDE010234,2,2,No Issues,
FDBK034486,RIDE051944,2,,No Issues,Ride experience could be better
FDBK034487,RIDE017265,2,4,No Issues,Captain arrived late
FDBK034488,RIDE056630,1,5,Long Wait Time,Bike was not clean
FDBK034489,RIDE029703,1,3,Bike in Poor Condition,Ride was smooth and quick
FDBK034490,RIDE061290,5,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK034491,RIDE040901,,3,Navigation Confusion,Traffic was handled well
FDBK034492,RIDE046120,4,3,Fare Overcharged,Fare charged was higher than expected
FDBK034493,RIDE028083,1,,Captain Arrived Late,
FDBK034494,RIDE073493,4,5,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034495,RIDE017717,3,5,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK034496,RIDE014764,3,5,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034497,RIDE050041,1,3,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK034498,RIDE076077,4,1,No Helmet Provided,
FDBK034499,RIDE072413,3,2,Navigation Confusion,Ride was smooth and quick
FDBK034500,RIDE059710,5,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK034501,RIDE052257,3,5,Route Issues / Longer Route Taken,
FDBK034502,RIDE038873,5,5,Long Wait Time,
FDBK034503,RIDE024010,3,5,Long Wait Time,"Helmet not provided, unsafe"
FDBK034504,RIDE033354,4,5,Bike in Poor Condition,Bike was not clean
FDBK034505,,2,2,,"Helmet not provided, unsafe"
FDBK034506,,3,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034507,RIDE049745,4,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034508,RIDE061246,3,3,No Helmet Provided,Traffic was handled well
FDBK034509,RIDE040974,5,2,,Ride experience could be better
FDBK034510,RIDE066344,1,4,No Helmet Provided,Ride was smooth and quick
FDBK034511,RIDE079426,4,2,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK034512,RIDE070413,4,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK034513,RIDE040758,,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK034514,RIDE044150,2,4,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034515,RIDE047702,3,4,Navigation Confusion,
FDBK034516,RIDE039208,3,1,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK034517,RIDE076557,4,4,Unsafe Driving / Speeding,Captain arrived late
FDBK034518,RIDE050096,4,4,,Fare charged was higher than expected
FDBK034519,RIDE068156,4,,Long Wait Time,Captain was polite and helpful
FDBK034520,RIDE016608,3,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034521,RIDE045680,4,4,Bike in Poor Condition,Traffic was handled well
FDBK034522,RIDE075951,3,,Long Wait Time,Traffic was handled well
FDBK034523,RIDE032220,2,2,Captain Arrived Late,Traffic was handled well
FDBK034524,RIDE008933,,2,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK034525,RIDE049686,5,3,Fare Overcharged,"Good service, will ride again"
FDBK034526,RIDE065407,4,2,No Helmet Provided,Ride experience could be better
FDBK034527,RIDE053598,3,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK034528,RIDE040673,3,4,Fare Overcharged,Bike was not clean
FDBK034529,RIDE005689,5,2,No Issues,Bike was not clean
FDBK034530,RIDE074169,3,5,Fare Overcharged,"Good service, will ride again"
FDBK034531,RIDE068847,1,2,Captain Arrived Late,Captain was polite and helpful
FDBK034532,RIDE058344,3,2,Captain Arrived Late,Ride experience could be better
FDBK034533,RIDE055431,4,5,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK034534,,4,,No Helmet Provided,
FDBK034535,RIDE014512,,1,No Helmet Provided,Captain was polite and helpful
FDBK034536,RIDE064301,3,4,Captain Rude or Unfriendly,Ride experience could be better
FDBK034537,RIDE050534,5,4,Captain Arrived Late,Captain was polite and helpful
FDBK034538,RIDE034245,1,4,Long Wait Time,"Good service, will ride again"
FDBK034539,RIDE071944,2,5,Long Wait Time,Bike was not clean
FDBK034540,RIDE073126,4,5,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034541,RIDE068145,4,4,Long Wait Time,"Good service, will ride again"
FDBK034542,RIDE042552,4,,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK034543,RIDE016696,5,2,Bike in Poor Condition,Captain arrived late
FDBK034544,RIDE037719,5,4,Bike in Poor Condition,Captain was polite and helpful
FDBK034545,RIDE004032,3,3,Captain Arrived Late,
FDBK034546,RIDE028064,5,3,Bike in Poor Condition,Ride experience could be better
FDBK034547,RIDE079708,1,1,Long Wait Time,
FDBK034548,RIDE022787,5,3,Navigation Confusion,Bike was not clean
FDBK034549,RIDE068034,5,1,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034550,RIDE036104,2,4,Navigation Confusion,Traffic was handled well
FDBK034551,RIDE037313,5,5,,"Helmet not provided, unsafe"
FDBK034552,RIDE025332,5,1,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK034553,RIDE026109,3,1,Navigation Confusion,Ride was smooth and quick
FDBK034554,RIDE025167,4,5,Bike in Poor Condition,Not satisfied with behaviour
FDBK034555,,1,1,Fare Overcharged,Bike was not clean
FDBK034556,RIDE071153,3,3,Fare Overcharged,"Good service, will ride again"
FDBK034557,RIDE048732,3,1,Captain Rude or Unfriendly,Captain arrived late
FDBK034558,RIDE038013,1,5,Navigation Confusion,Ride was smooth and quick
FDBK034559,RIDE070161,3,2,Bike in Poor Condition,
FDBK034560,RIDE037240,1,4,Long Wait Time,Captain arrived late
FDBK034561,RIDE006831,,1,Fare Overcharged,Captain was polite and helpful
FDBK034562,RIDE037849,2,4,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK034563,RIDE072660,3,2,Long Wait Time,"Helmet not provided, unsafe"
FDBK034564,RIDE042956,1,5,Long Wait Time,"Good service, will ride again"
FDBK034565,RIDE072206,3,2,Bike in Poor Condition,Captain was polite and helpful
FDBK034566,RIDE010134,1,3,Long Wait Time,Captain was polite and helpful
FDBK034567,RIDE009825,2,1,Captain Arrived Late,Captain was polite and helpful
FDBK034568,RIDE004429,5,,No Helmet Provided,Ride was smooth and quick
FDBK034569,RIDE035562,4,,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034570,RIDE013420,5,4,Long Wait Time,"Helmet not provided, unsafe"
FDBK034571,RIDE001882,3,5,Bike in Poor Condition,Ride was smooth and quick
FDBK034572,RIDE060506,1,4,No Issues,Captain arrived late
FDBK034573,RIDE027145,1,5,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034574,RIDE036706,5,2,Fare Overcharged,Captain arrived late
FDBK034575,RIDE027783,2,4,Bike in Poor Condition,Fare charged was higher than expected
FDBK034576,RIDE055816,1,3,No Issues,Captain arrived late
FDBK034577,RIDE007329,,5,Captain Arrived Late,"Good service, will ride again"
FDBK034578,RIDE005342,1,5,Long Wait Time,Ride experience could be better
FDBK034579,RIDE055431,4,1,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034580,RIDE005673,3,4,No Helmet Provided,Bike was not clean
FDBK034581,RIDE063114,5,4,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034582,RIDE011815,2,4,Captain Arrived Late,Captain was polite and helpful
FDBK034583,RIDE020414,4,3,Fare Overcharged,Captain was polite and helpful
FDBK034584,RIDE060631,2,4,,Not satisfied with behaviour
FDBK034585,RIDE026999,4,1,No Helmet Provided,Ride experience could be better
FDBK034586,RIDE018837,3,3,Long Wait Time,Captain was polite and helpful
FDBK034587,RIDE057205,5,5,Bike in Poor Condition,"Good service, will ride again"
FDBK034588,RIDE033215,4,4,Long Wait Time,Not satisfied with behaviour
FDBK034589,RIDE057482,5,3,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034590,RIDE063817,3,1,No Helmet Provided,Ride was smooth and quick
FDBK034591,,4,4,Route Issues / Longer Route Taken,Traffic was handled well
FDBK034592,RIDE074482,4,5,No Helmet Provided,Traffic was handled well
FDBK034593,RIDE061269,4,3,,Fare charged was higher than expected
FDBK034594,,1,2,Bike in Poor Condition,Captain arrived late
FDBK034595,RIDE010145,1,1,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034596,RIDE077551,2,1,Fare Overcharged,Captain was polite and helpful
FDBK034597,RIDE022636,2,3,,Not satisfied with behaviour
FDBK034598,RIDE021217,5,1,Captain Rude or Unfriendly,Captain arrived late
FDBK034599,RIDE018896,2,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK034600,RIDE009227,4,2,Bike in Poor Condition,Traffic was handled well
FDBK034601,,1,4,Navigation Confusion,Bike was not clean
FDBK034602,RIDE059095,2,4,Fare Overcharged,Captain arrived late
FDBK034603,RIDE042849,2,,No Helmet Provided,"Good service, will ride again"
FDBK034604,RIDE014673,3,4,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034605,RIDE059530,3,3,Fare Overcharged,"Helmet not provided, unsafe"
FDBK034606,,,1,Long Wait Time,Fare charged was higher than expected
FDBK034607,RIDE047941,4,3,Route Issues / Longer Route Taken,Captain arrived late
FDBK034608,,1,5,Bike in Poor Condition,"Good service, will ride again"
FDBK034609,RIDE004641,1,1,,"Helmet not provided, unsafe"
FDBK034610,RIDE011555,1,2,Long Wait Time,
FDBK034611,,1,2,Captain Arrived Late,Captain arrived late
FDBK034612,RIDE059072,5,4,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK034613,RIDE056459,1,1,No Issues,"Good service, will ride again"
FDBK034614,RIDE079946,4,3,No Issues,Ride was smooth and quick
FDBK034615,RIDE012320,1,2,Bike in Poor Condition,Not satisfied with behaviour
FDBK034616,RIDE010722,4,4,Captain Rude or Unfriendly,Bike was not clean
FDBK034617,RIDE049122,5,2,No Issues,Bike was not clean
FDBK034618,RIDE025584,2,4,,Ride was smooth and quick
FDBK034619,RIDE017508,4,3,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034620,RIDE035303,1,,Bike in Poor Condition,Not satisfied with behaviour
FDBK034621,,5,2,Fare Overcharged,Bike was not clean
FDBK034622,RIDE076078,1,2,,"Good service, will ride again"
FDBK034623,RIDE062737,1,5,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034624,RIDE070535,1,4,Captain Arrived Late,Not satisfied with behaviour
FDBK034625,RIDE045231,2,,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK034626,RIDE048516,1,1,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034627,RIDE074763,1,3,No Helmet Provided,Captain arrived late
FDBK034628,RIDE031047,,1,Navigation Confusion,Bike was not clean
FDBK034629,RIDE037753,,4,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK034630,RIDE024440,5,4,Unsafe Driving / Speeding,
FDBK034631,RIDE078689,1,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK034632,RIDE009225,2,4,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK034633,RIDE009880,4,2,,Not satisfied with behaviour
FDBK034634,RIDE001567,2,5,No Helmet Provided,Not satisfied with behaviour
FDBK034635,RIDE023879,1,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034636,,1,2,No Helmet Provided,Ride experience could be better
FDBK034637,RIDE012658,5,4,Bike in Poor Condition,
FDBK034638,RIDE059864,2,1,No Issues,Ride was smooth and quick
FDBK034639,RIDE009595,1,2,No Helmet Provided,
FDBK034640,RIDE002698,5,5,Long Wait Time,
FDBK034641,RIDE009340,5,,Fare Overcharged,Ride was smooth and quick
FDBK034642,RIDE039797,1,4,Fare Overcharged,Captain arrived late
FDBK034643,RIDE016469,4,5,Navigation Confusion,Ride experience could be better
FDBK034644,RIDE012624,3,2,Unsafe Driving / Speeding,Traffic was handled well
FDBK034645,RIDE064520,1,2,Bike in Poor Condition,Ride was smooth and quick
FDBK034646,RIDE024566,4,4,Long Wait Time,
FDBK034647,,1,1,Captain Rude or Unfriendly,
FDBK034648,RIDE009134,3,4,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034649,RIDE017067,1,3,Captain Rude or Unfriendly,Bike was not clean
FDBK034650,RIDE014253,5,4,No Helmet Provided,Captain arrived late
FDBK034651,RIDE037619,4,4,No Issues,Fare charged was higher than expected
FDBK034652,RIDE034262,4,2,Fare Overcharged,Fare charged was higher than expected
FDBK034653,RIDE065579,5,3,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK034654,,4,3,Fare Overcharged,Bike was not clean
FDBK034655,RIDE053807,4,3,,Captain arrived late
FDBK034656,RIDE004373,1,4,Fare Overcharged,Captain was polite and helpful
FDBK034657,RIDE039071,2,4,Long Wait Time,Not satisfied with behaviour
FDBK034658,RIDE047491,5,1,Bike in Poor Condition,Captain was polite and helpful
FDBK034659,RIDE052686,5,3,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK034660,RIDE040549,4,4,Long Wait Time,Captain arrived late
FDBK034661,RIDE035960,1,4,No Issues,Not satisfied with behaviour
FDBK034662,RIDE073307,1,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK034663,RIDE050251,3,5,Captain Arrived Late,
FDBK034664,RIDE000251,3,4,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK034665,RIDE045922,1,4,Captain Arrived Late,Captain arrived late
FDBK034666,RIDE078581,2,1,Unsafe Driving / Speeding,Ride experience could be better
FDBK034667,RIDE032559,4,2,Fare Overcharged,Fare charged was higher than expected
FDBK034668,RIDE071206,4,3,Long Wait Time,Ride experience could be better
FDBK034669,RIDE062800,5,3,Captain Arrived Late,Not satisfied with behaviour
FDBK034670,RIDE038874,5,2,Captain Rude or Unfriendly,Ride experience could be better
FDBK034671,RIDE005661,4,2,,"Helmet not provided, unsafe"
FDBK034672,RIDE043546,3,3,Unsafe Driving / Speeding,
FDBK034673,RIDE011825,1,3,No Issues,Captain was polite and helpful
FDBK034674,RIDE017226,2,,No Issues,Ride experience could be better
FDBK034675,RIDE012846,3,3,Unsafe Driving / Speeding,Captain arrived late
FDBK034676,RIDE033707,1,2,Navigation Confusion,Traffic was handled well
FDBK034677,RIDE039165,3,2,Captain Arrived Late,Captain arrived late
FDBK034678,RIDE070996,1,3,Long Wait Time,Fare charged was higher than expected
FDBK034679,RIDE001080,1,4,Bike in Poor Condition,Ride experience could be better
FDBK034680,RIDE054708,1,5,No Helmet Provided,Ride experience could be better
FDBK034681,RIDE060788,4,3,Captain Rude or Unfriendly,
FDBK034682,RIDE061148,4,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK034683,,1,4,Route Issues / Longer Route Taken,Captain arrived late
FDBK034684,RIDE009777,2,1,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034685,RIDE058301,2,5,Fare Overcharged,Ride experience could be better
FDBK034686,RIDE066077,5,3,Captain Rude or Unfriendly,Traffic was handled well
FDBK034687,RIDE064288,3,5,,Ride was smooth and quick
FDBK034688,RIDE073138,3,3,Fare Overcharged,Traffic was handled well
FDBK034689,RIDE078261,5,5,Captain Arrived Late,Ride experience could be better
FDBK034690,RIDE030508,5,5,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034691,RIDE066346,2,1,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK034692,RIDE015612,3,2,,Traffic was handled well
FDBK034693,,5,3,Bike in Poor Condition,Captain was polite and helpful
FDBK034694,RIDE075310,3,4,No Helmet Provided,Not satisfied with behaviour
FDBK034695,RIDE056983,4,2,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK034696,RIDE044685,4,1,Long Wait Time,Not satisfied with behaviour
FDBK034697,RIDE025231,,5,,"Helmet not provided, unsafe"
FDBK034698,RIDE079186,3,2,No Issues,"Helmet not provided, unsafe"
FDBK034699,RIDE068039,5,5,Bike in Poor Condition,"Good service, will ride again"
FDBK034700,,3,2,Unsafe Driving / Speeding,Ride experience could be better
FDBK034701,RIDE031189,2,2,Navigation Confusion,Ride was smooth and quick
FDBK034702,RIDE050195,,4,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK034703,RIDE029541,4,3,Bike in Poor Condition,Traffic was handled well
FDBK034704,RIDE062180,3,5,Unsafe Driving / Speeding,Bike was not clean
FDBK034705,RIDE012648,2,3,Captain Arrived Late,Fare charged was higher than expected
FDBK034706,RIDE049246,1,2,No Issues,Bike was not clean
FDBK034707,RIDE070025,3,2,No Helmet Provided,Ride was smooth and quick
FDBK034708,RIDE036957,3,3,Bike in Poor Condition,Ride was smooth and quick
FDBK034709,RIDE026122,5,3,Bike in Poor Condition,Bike was not clean
FDBK034710,RIDE012804,4,4,Navigation Confusion,
FDBK034711,RIDE066916,1,2,,"Helmet not provided, unsafe"
FDBK034712,RIDE074813,4,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK034713,RIDE010645,1,3,No Helmet Provided,Traffic was handled well
FDBK034714,RIDE049100,5,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK034715,RIDE036567,2,4,No Helmet Provided,Traffic was handled well
FDBK034716,,4,5,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034717,RIDE065226,4,,Captain Arrived Late,
FDBK034718,RIDE061932,2,3,Bike in Poor Condition,Bike was not clean
FDBK034719,RIDE047587,1,3,Bike in Poor Condition,Ride experience could be better
FDBK034720,RIDE009393,5,2,No Issues,Captain arrived late
FDBK034721,RIDE041542,2,4,,Captain arrived late
FDBK034722,RIDE071647,3,2,No Helmet Provided,Ride was smooth and quick
FDBK034723,RIDE045639,3,2,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034724,RIDE050342,2,2,Unsafe Driving / Speeding,Captain arrived late
FDBK034725,RIDE062946,3,1,Bike in Poor Condition,Captain arrived late
FDBK034726,RIDE034344,2,3,Route Issues / Longer Route Taken,Traffic was handled well
FDBK034727,RIDE079161,4,3,Unsafe Driving / Speeding,Ride experience could be better
FDBK034728,RIDE006578,5,4,Bike in Poor Condition,Captain arrived late
FDBK034729,RIDE007795,3,3,No Helmet Provided,Captain arrived late
FDBK034730,RIDE018388,3,2,No Helmet Provided,Captain was polite and helpful
FDBK034731,RIDE036864,5,1,No Issues,Ride experience could be better
FDBK034732,RIDE060424,4,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034733,RIDE055398,4,5,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK034734,RIDE003132,3,3,Route Issues / Longer Route Taken,Captain arrived late
FDBK034735,RIDE032614,2,3,No Helmet Provided,Not satisfied with behaviour
FDBK034736,RIDE048710,2,2,Bike in Poor Condition,Traffic was handled well
FDBK034737,RIDE049540,3,2,Long Wait Time,Captain arrived late
FDBK034738,RIDE043241,2,1,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034739,RIDE014421,1,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034740,RIDE040476,5,1,Captain Arrived Late,Bike was not clean
FDBK034741,RIDE035102,2,5,Fare Overcharged,Captain arrived late
FDBK034742,RIDE002951,,1,Captain Arrived Late,Not satisfied with behaviour
FDBK034743,RIDE028345,4,3,Bike in Poor Condition,"Good service, will ride again"
FDBK034744,RIDE028197,5,1,Long Wait Time,Captain was polite and helpful
FDBK034745,RIDE061235,2,5,,"Helmet not provided, unsafe"
FDBK034746,RIDE003376,5,3,Bike in Poor Condition,Captain arrived late
FDBK034747,,1,1,Bike in Poor Condition,Ride experience could be better
FDBK034748,RIDE064468,1,2,Unsafe Driving / Speeding,
FDBK034749,RIDE030485,5,1,Captain Arrived Late,Fare charged was higher than expected
FDBK034750,RIDE004025,5,3,Unsafe Driving / Speeding,Traffic was handled well
FDBK034751,RIDE037070,1,1,No Issues,Ride was smooth and quick
FDBK034752,RIDE002780,,4,Long Wait Time,"Good service, will ride again"
FDBK034753,RIDE040600,5,2,Fare Overcharged,Not satisfied with behaviour
FDBK034754,RIDE025091,5,2,Navigation Confusion,Ride experience could be better
FDBK034755,RIDE008826,4,3,No Issues,
FDBK034756,RIDE035028,2,3,,Ride was smooth and quick
FDBK034757,RIDE055124,3,1,Fare Overcharged,Captain arrived late
FDBK034758,RIDE058638,5,5,No Issues,Captain arrived late
FDBK034759,RIDE010765,1,4,,Not satisfied with behaviour
FDBK034760,RIDE071431,2,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK034761,RIDE016126,3,4,,Ride experience could be better
FDBK034762,RIDE063756,2,2,Bike in Poor Condition,Bike was not clean
FDBK034763,RIDE067237,,,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034764,RIDE065982,4,,No Issues,Traffic was handled well
FDBK034765,RIDE027825,2,4,Route Issues / Longer Route Taken,Bike was not clean
FDBK034766,RIDE056415,4,1,No Helmet Provided,Captain arrived late
FDBK034767,RIDE055566,3,5,Fare Overcharged,Ride experience could be better
FDBK034768,RIDE077551,2,3,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034769,RIDE060145,5,3,Bike in Poor Condition,Ride was smooth and quick
FDBK034770,RIDE026903,2,,Bike in Poor Condition,Captain arrived late
FDBK034771,RIDE024659,1,4,No Issues,"Good service, will ride again"
FDBK034772,RIDE055951,4,4,Bike in Poor Condition,Not satisfied with behaviour
FDBK034773,,5,1,Route Issues / Longer Route Taken,Traffic was handled well
FDBK034774,RIDE048545,4,5,No Helmet Provided,"Good service, will ride again"
FDBK034775,,,5,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK034776,RIDE019358,2,2,Captain Arrived Late,Bike was not clean
FDBK034777,RIDE035288,4,4,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034778,RIDE011505,2,3,Unsafe Driving / Speeding,Ride experience could be better
FDBK034779,RIDE062834,,2,Fare Overcharged,Ride was smooth and quick
FDBK034780,RIDE009450,5,3,Bike in Poor Condition,Traffic was handled well
FDBK034781,RIDE033570,2,1,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034782,RIDE034382,2,2,No Issues,Traffic was handled well
FDBK034783,RIDE021814,2,5,No Issues,Captain arrived late
FDBK034784,RIDE022852,1,2,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK034785,RIDE009955,2,3,Route Issues / Longer Route Taken,
FDBK034786,RIDE001578,3,2,No Issues,"Helmet not provided, unsafe"
FDBK034787,RIDE068079,1,2,,Captain was polite and helpful
FDBK034788,RIDE049511,5,4,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK034789,RIDE075841,4,5,No Helmet Provided,"Good service, will ride again"
FDBK034790,,3,2,Captain Rude or Unfriendly,Captain arrived late
FDBK034791,RIDE066028,,4,Fare Overcharged,Ride was smooth and quick
FDBK034792,RIDE065043,2,2,No Helmet Provided,
FDBK034793,RIDE009523,2,5,Navigation Confusion,Fare charged was higher than expected
FDBK034794,RIDE038728,1,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034795,RIDE034916,4,3,Navigation Confusion,Not satisfied with behaviour
FDBK034796,RIDE011228,3,,Long Wait Time,Captain was polite and helpful
FDBK034797,RIDE017992,2,4,No Issues,Ride was smooth and quick
FDBK034798,RIDE029265,2,2,No Helmet Provided,Captain was polite and helpful
FDBK034799,RIDE051399,3,2,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK034800,RIDE070711,4,2,Fare Overcharged,Not satisfied with behaviour
FDBK034801,RIDE020369,3,3,,Captain arrived late
FDBK034802,RIDE025394,3,2,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK034803,RIDE063722,4,2,No Issues,Traffic was handled well
FDBK034804,RIDE075755,4,2,No Issues,Traffic was handled well
FDBK034805,RIDE054276,1,3,Bike in Poor Condition,Captain arrived late
FDBK034806,RIDE037176,2,1,Captain Rude or Unfriendly,Captain arrived late
FDBK034807,RIDE070197,,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034808,RIDE060732,2,4,Long Wait Time,Bike was not clean
FDBK034809,RIDE046986,4,3,Captain Arrived Late,Captain was polite and helpful
FDBK034810,RIDE011352,5,2,Bike in Poor Condition,Captain was polite and helpful
FDBK034811,RIDE058080,1,2,No Helmet Provided,Traffic was handled well
FDBK034812,RIDE026091,,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034813,RIDE012005,4,,Long Wait Time,"Helmet not provided, unsafe"
FDBK034814,RIDE006467,3,2,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034815,RIDE017136,4,3,Navigation Confusion,"Good service, will ride again"
FDBK034816,RIDE004027,2,3,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034817,RIDE062278,3,2,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK034818,,3,5,Navigation Confusion,Ride experience could be better
FDBK034819,RIDE038529,3,3,Fare Overcharged,Ride was smooth and quick
FDBK034820,RIDE056882,3,2,Bike in Poor Condition,Ride experience could be better
FDBK034821,RIDE008050,1,3,Unsafe Driving / Speeding,
FDBK034822,RIDE002759,3,1,No Helmet Provided,Ride was smooth and quick
FDBK034823,RIDE068482,5,1,,Ride was smooth and quick
FDBK034824,RIDE012271,4,3,No Helmet Provided,Captain arrived late
FDBK034825,RIDE053005,4,4,Navigation Confusion,Ride experience could be better
FDBK034826,RIDE058163,5,2,,
FDBK034827,RIDE023796,5,,Navigation Confusion,Not satisfied with behaviour
FDBK034828,RIDE052819,,2,Bike in Poor Condition,Fare charged was higher than expected
