ride_id,user_id,captain_id,ride_date,pickup_loc,drop_loc,distance_km,duration_min,ride_status
RIDE067133,user06540,CP01210,05/28/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",14.82,85,completed
RIDE067134,user05628,CP01530,2025-08-30,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",14.47,115,completed
RIDE067135,user09276,CP00116,7/21/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",14.36,80,completed
RIDE067136,user00046,CP01807,7/27/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",2.2,24,completed
RIDE067137,user13480,CP02003,8/22/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",10,78,completed
RIDE067138,user03355,CP01867,7/10/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",17.58,120,completed
RIDE067139,user10368,CP00637,2025-07-13,"Indiranagar, Bangalore","MG Road, Bangalore",3.06,19,completed
RIDE067140,user07430,CP00847,2025-08-01,"MG Road, Bangalore","Whitefield, Bangalore",16.82,107,completed
RIDE067141,user09203,CP00760,2025-07-22,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",11.55,85,completed
RIDE067142,user11471,CP00324,08/30/2025,"Koramangala, Bangalore","Whitefield, Bangalore",15.66,101,completed
RIDE067143,user05676,CP00119,2025-07-22,"Jayanagar, Bangalore","Whitefield, Bangalore",14.95,120,completed
RIDE067144,user14950,CP02437,2025-07-27,"Indiranagar, Bangalore","Whitefield, Bangalore",4.84,44,completed
RIDE067145,user10937,CP01153,8/5/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",7.08,45,completed
RIDE067146,user08496,CP00489,8/2/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",10.59,58,completed
RIDE067147,user12406,CP00310,08/30/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",12.76,80,completed
RIDE067148,user14031,CP01384,8/30/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.46,85,completed
RIDE067149,user09549,CP01709,2025-07-03,"Gachibowli, Hyderabad","Charminar, Hyderabad",12,71,completed
RIDE067150,user04080,CP01323,7/5/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",5.16,26,completed
RIDE067151,user11573,CP01132,7/22/2025,"Indiranagar, Bangalore","MG Road, Bangalore",13.88,120,completed
RIDE067152,user01294,CP01968,8/27/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",12.74,90,completed
RIDE067153,user03261,CP01395,7/12/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.05,35,cancelled
RIDE067154,user13576,CP00539,2025-06-22,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",8.19,73,completed
RIDE067155,user09252,CP00565,6/20/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",17.03,118,completed
RIDE067156,user01452,CP00104,2025-07-24,"Koramangala, Bangalore","Whitefield, Bangalore",16.33,70,completed
RIDE067157,user09392,CP00227,7/27/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",17.7,94,completed
RIDE067158,user09747,CP00098,2025-07-20,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",10.19,96,cancelled
RIDE067159,user01452,CP01019,7/22/2025,"Whitefield, Bangalore","MG Road, Bangalore",12.4,59,completed
RIDE067160,user07440,CP00721,8/14/2025,"Koramangala, Bangalore","MG Road, Bangalore",14.88,85,completed
RIDE067161,user14261,CP01730,2025-07-18,"Indiranagar, Bangalore","Whitefield, Bangalore",17.14,120,completed
RIDE067162,user05028,CP02155,,"Indiranagar, Bangalore","Koramangala, Bangalore",4.43,25,completed
,user14666,CP02165,8/25/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.11,69,completed
RIDE067164,user07421,CP00019,7/30/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",11.31,73,completed
RIDE067165,user00564,CP00016,2025-06-10,"MG Road, Bangalore","Whitefield, Bangalore",7.68,39,cancelled
RIDE067166,user10268,CP01272,7/18/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.94,27,cancelled
RIDE067167,user12525,CP00927,2025-08-12,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.97,116,completed
RIDE067168,user05830,CP00580,2025-08-26,"Whitefield, Bangalore","Koramangala, Bangalore",9.88,100,completed
RIDE067169,user12048,CP00873,08/18/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",9.37,64,completed
RIDE067170,user13006,CP01681,2025-08-06,"Charminar, Hyderabad","Gachibowli, Hyderabad",14.05,95,cancelled
RIDE067171,user07959,CP01796,7/24/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",2.03,12,completed
RIDE067172,user06900,CP01078,7/30/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",10.33,87,completed
RIDE067173,user03819,CP00009,8/29/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",11.27,71,completed
RIDE067174,user00726,CP00524,7/27/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",2.72,20,completed
RIDE067175,user05746,CP02116,2025-08-25,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",2.3,14,completed
RIDE067176,user00468,CP02040,8-8-2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",8.15,46,completed
,user02322,CP00041,7/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",7.59,48,completed
RIDE067178,user01407,CP00998,7/29/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",16.23,109,completed
,user10400,CP02115,5/28/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",12.16,114,completed
RIDE067180,user06700,CP01362,07/14/2025,"Koramangala, Bangalore","Whitefield, Bangalore",9.13,84,completed
RIDE067181,user08719,CP01425,7/12/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",13.58,102,completed
RIDE067182,user01230,CP00450,6/29/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",5.14,42,completed
RIDE067183,user13616,CP02216,8/14/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",17.18,120,cancelled
RIDE067184,user09605,CP01656,07/21/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",15.57,119,completed
,user03240,CP02496,8/8/2025,"MG Road, Bangalore","Whitefield, Bangalore",8.61,75,cancelled
RIDE067186,user07121,CP01442,2025-05-21,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11,73,completed
RIDE067187,user00518,CP00243,8/25/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.08,120,completed
RIDE067188,user00981,CP02164,8/13/2025,"Whitefield, Bangalore","MG Road, Bangalore",8.91,74,completed
,user10710,CP02271,8/2/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",11.89,68,completed
RIDE067190,user00859,CP02219,8/13/2025,"Indiranagar, Bangalore","MG Road, Bangalore",6.08,44,completed
RIDE067191,user10486,CP02034,7/10/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",7.67,72,completed
RIDE067192,user08953,CP01656,2025-08-27,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",2.16,15,completed
RIDE067193,user04339,CP01610,08/03/2025,"Indiranagar, Bangalore","MG Road, Bangalore",11.67,82,completed
RIDE067194,user08894,CP01806,2025-08-04,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",15.99,120,completed
RIDE067195,user03661,CP02388,8/15/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",10.26,48,completed
RIDE067196,user04877,CP01033,8/13/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",15.36,89,completed
RIDE067197,user07089,CP01217,2025-06-28,"Whitefield, Bangalore","Jayanagar, Bangalore",12.27,120,completed
RIDE067198,user09660,CP00937,2025-07-03,"Whitefield, Bangalore","MG Road, Bangalore",11.46,75,completed
RIDE067199,user14805,CP00919,7/5/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",10.85,73,completed
,user01998,CP01828,2025-06-11,"Whitefield, Bangalore","Indiranagar, Bangalore",3.97,41,completed
RIDE067201,user04801,CP01177,08/29/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",10.33,89,completed
,user05047,CP00558,7/6/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",12.55,103,completed
RIDE067203,user11695,CP02116,2025-07-11,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.99,120,completed
RIDE067204,user08741,CP01241,08/12/2025,"Koramangala, Bangalore","Whitefield, Bangalore",8.31,82,completed
RIDE067205,user04192,CP02234,08/14/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",12,72,completed
RIDE067206,user08151,CP00822,2025-07-07,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",5.05,32,completed
RIDE067207,user13518,CP00086,,"Indiranagar, Bangalore","Whitefield, Bangalore",14.1,115,completed
RIDE067208,user00261,CP00013,6/13/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",7.66,54,cancelled
RIDE067209,user09047,CP02023,06/08/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",13.28,87,completed
RIDE067210,user05166,CP00372,7/31/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",9.09,66,completed
RIDE067211,user13281,CP01166,,"Koramangala, Bangalore","Indiranagar, Bangalore",9.14,86,completed
RIDE067212,user03620,CP01952,05/13/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",10.21,58,completed
RIDE067213,user05279,CP00111,2025-08-21,"Indiranagar, Bangalore","Whitefield, Bangalore",15.04,118,completed
RIDE067214,user11752,CP02125,2025-07-15,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.88,111,completed
RIDE067215,user10666,CP01686,8/28/2025,"Koramangala, Bangalore","MG Road, Bangalore",9.56,53,completed
RIDE067216,user10025,CP01490,2025-08-09,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",12.83,114,completed
RIDE067217,user00429,CP01916,2025-08-10,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",3.03,21,completed
RIDE067218,user08391,CP02248,2025-08-20,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.69,31,completed
RIDE067219,user09600,CP00213,06/27/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",16.13,120,completed
RIDE067220,user03694,CP00516,,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",16.94,120,completed
RIDE067221,user13264,CP00011,8/8/2025,"MG Road, Bangalore","Indiranagar, Bangalore",7.42,42,completed
RIDE067222,user12268,CP02166,2025-07-30,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",9.81,92,completed
RIDE067223,user10197,CP01658,,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",14.23,82,completed
RIDE067224,user07654,CP02141,8/26/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",3.97,22,completed
RIDE067225,user04428,CP01724,7/11/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",8.79,47,completed
RIDE067226,user12141,CP01598,8/21/2025,"Jayanagar, Bangalore","Koramangala, Bangalore",13.48,65,completed
RIDE067227,user04573,CP02059,7/1/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",12.78,83,completed
RIDE067228,user08797,CP01801,8/26/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",17.45,120,completed
RIDE067229,user05069,CP01452,8/21/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.98,49,completed
RIDE067230,user04370,CP01448,2025-08-04,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.66,51,completed
RIDE067231,user14466,CP02229,08/21/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",15.18,120,completed
RIDE067232,user09011,CP01613,2025-08-04,"Whitefield, Bangalore","MG Road, Bangalore",15.32,120,completed
RIDE067233,user08938,CP02407,8/17/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",13.67,64,completed
RIDE067234,user04097,CP02488,08/22/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",16.98,82,completed
RIDE067235,user09326,CP01928,8/14/2025,"MG Road, Bangalore","Whitefield, Bangalore",15.07,92,completed
RIDE067236,user09473,CP00577,,"Indiranagar, Bangalore","MG Road, Bangalore",6.14,38,completed
RIDE067237,user14424,CP01387,6-29-2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",9.69,53,completed
RIDE067238,user06323,CP01503,2025-08-21,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",10.49,61,cancelled
RIDE067239,user11665,CP01397,2025-07-31,"Koramangala, Bangalore","MG Road, Bangalore",17.87,120,completed
RIDE067240,user08969,CP00594,9/1/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",15.18,99,completed
RIDE067241,user11856,CP01925,5/30/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",5.17,28,completed
RIDE067242,user08113,CP01361,8/21/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",15.22,110,completed
RIDE067243,user00488,CP02376,8/17/2025,"Koramangala, Bangalore","Whitefield, Bangalore",10.92,91,completed
RIDE067244,user11777,CP01099,2025-08-20,"Koramangala, Bangalore","Indiranagar, Bangalore",3.57,18,completed
RIDE067245,user10809,CP00034,8/7/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",6.95,34,completed
RIDE067246,user14070,CP00513,8/28/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",4.89,38,cancelled
RIDE067247,user08537,CP00500,2025-06-14,"Koramangala, Bangalore","Whitefield, Bangalore",15.24,120,completed
RIDE067248,user14240,CP02450,2025-06-09,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",2.46,18,completed
RIDE067249,user13044,CP02038,7/23/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.75,72,completed
RIDE067250,user02975,CP00586,08/13/2025,"Koramangala, Bangalore","MG Road, Bangalore",15.11,120,completed
,user08557,CP02300,2025-07-22,"Jayanagar, Bangalore","Whitefield, Bangalore",6.69,69,completed
RIDE067252,user02397,CP01023,07/23/2025,"Indiranagar, Bangalore","MG Road, Bangalore",9.36,66,completed
RIDE067253,user06386,CP02214,8/15/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",13.29,93,completed
RIDE067254,user09814,CP02329,6/15/2025,"Indiranagar, Bangalore","MG Road, Bangalore",3.96,33,cancelled
RIDE067255,user00649,CP01312,08/23/2025,"MG Road, Bangalore","Indiranagar, Bangalore",2.8,17,completed
RIDE067256,user11457,CP01003,2025-08-17,"Koramangala, Bangalore","Jayanagar, Bangalore",4.01,36,completed
RIDE067257,user10109,CP01782,7/28/2025,"Jayanagar, Bangalore","MG Road, Bangalore",9.76,65,completed
RIDE067258,user11288,CP01756,2025-08-26,"Indiranagar, Bangalore","Jayanagar, Bangalore",6.58,47,completed
RIDE067259,user10320,CP00721,7/18/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",7.93,41,completed
RIDE067260,user04850,CP01420,2025-08-24,"Indiranagar, Bangalore","Whitefield, Bangalore",15.12,72,completed
RIDE067261,user12640,CP01802,8/27/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",7.15,81,completed
RIDE067262,user11113,CP02489,06/28/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",2.86,23,completed
,user10247,CP00140,06/05/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",9.23,83,completed
RIDE067264,user05178,CP02298,,"Indiranagar, Bangalore","MG Road, Bangalore",12.92,108,completed
RIDE067265,user00984,CP01275,6/14/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",9.69,80,completed
RIDE067266,user03195,CP02081,6/18/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",15.36,120,cancelled
RIDE067267,user11993,CP01879,2025-08-30,"MG Road, Bangalore","Jayanagar, Bangalore",16.38,98,completed
RIDE067268,user00232,CP01816,7/18/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",11.99,68,completed
RIDE067269,user02354,CP01814,08/24/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",5.55,55,completed
RIDE067270,user07363,CP00664,8/17/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",5.76,39,completed
RIDE067271,user03068,CP01286,6/23/2025,"Indiranagar, Bangalore","MG Road, Bangalore",8.53,91,completed
RIDE067272,user05436,CP01835,,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",14.32,90,completed
RIDE067273,user03324,CP00436,2025-07-24,"Secunderabad, Hyderabad","Charminar, Hyderabad",12.67,102,completed
RIDE067274,user14662,CP00767,7/21/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",4.82,28,completed
RIDE067275,user11708,CP01921,2025-08-27,"Indiranagar, Bangalore","Whitefield, Bangalore",14.57,119,cancelled
RIDE067276,user03244,CP02370,2025-08-28,"Koramangala, Bangalore","Whitefield, Bangalore",17.54,120,completed
RIDE067277,user05849,CP02086,07/25/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",6.31,45,completed
RIDE067278,user03814,CP00876,,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",8.11,66,completed
RIDE067279,user01531,CP00224,8/28/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",2.52,17,completed
,user04592,CP00618,2025-08-17,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",2.18,16,completed
RIDE067281,user14908,CP02040,7/24/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.06,81,completed
RIDE067282,user05699,CP00732,2025-06-16,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",4.66,52,completed
RIDE067283,user01418,CP02270,8/7/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",6.46,59,completed
RIDE067284,user12249,CP02082,2025-06-07,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",2.83,22,completed
RIDE067285,user12624,CP00663,9/1/2025,"Indiranagar, Bangalore","MG Road, Bangalore",17.54,120,completed
RIDE067286,user09286,CP01542,7/29/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",3.61,27,completed
RIDE067287,user09987,CP00148,8/4/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",2.63,25,completed
RIDE067288,user00089,CP01759,09/01/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",4.41,47,completed
RIDE067289,user04877,CP02397,6/16/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",15.9,109,completed
RIDE067290,user12467,CP01263,8/17/2025,"Koramangala, Bangalore","MG Road, Bangalore",9.9,60,completed
RIDE067291,user13122,CP01504,8/18/2025,"Koramangala, Bangalore","Whitefield, Bangalore",11.87,85,completed
RIDE067292,user00088,CP00219,7/8/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",13.66,120,completed
RIDE067293,user14396,CP01209,5/5/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.49,25,completed
RIDE067294,user05285,CP00306,8/3/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",9.66,66,completed
RIDE067295,user00445,CP01543,7/5/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.25,46,completed
RIDE067296,user02489,CP01234,2025-06-16,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",3.67,32,cancelled
RIDE067297,user09421,CP01134,2025-06-07,"Jayanagar, Bangalore","Whitefield, Bangalore",13.95,117,cancelled
RIDE067298,user11703,CP01139,2025-07-03,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",6.8,45,completed
RIDE067299,user02828,CP02123,07/22/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",13.93,97,completed
RIDE067300,user00837,CP00653,2025-07-22,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",2.97,29,completed
RIDE067301,user11124,CP00101,6/29/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",17.99,120,completed
RIDE067302,user10550,CP02038,7/12/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",13.65,111,completed
RIDE067303,user11971,CP02430,2025-06-21,"Whitefield, Bangalore","Jayanagar, Bangalore",15.97,120,completed
RIDE067304,user11033,CP01871,2025-09-01,"Jayanagar, Bangalore","Whitefield, Bangalore",6.61,59,completed
RIDE067305,user00395,CP00040,8/31/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",6.72,46,completed
RIDE067306,user13753,CP01073,7/26/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",7.6,58,completed
RIDE067307,user03170,CP02455,2025-07-14,"Koramangala, Bangalore","Whitefield, Bangalore",13.71,82,cancelled
RIDE067308,user08498,CP01311,6/23/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",6.54,67,cancelled
RIDE067309,user13919,CP01897,2025-07-07,"Whitefield, Bangalore","Koramangala, Bangalore",13.01,75,completed
RIDE067310,user12926,CP01492,7/18/2025,"Koramangala, Bangalore","MG Road, Bangalore",17.37,116,completed
RIDE067311,user03600,CP00263,8/22/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",16.43,109,completed
RIDE067312,user11576,CP00479,8/15/2025,"Koramangala, Bangalore","Whitefield, Bangalore",5.21,46,completed
RIDE067313,user13294,CP00475,8/15/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",16.63,120,completed
RIDE067314,user07261,CP01205,8/9/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.48,120,completed
RIDE067315,user06048,CP02021,2025-08-04,"Whitefield, Bangalore","MG Road, Bangalore",4,25,completed
RIDE067316,user05112,CP01329,2025-08-11,"Charminar, Hyderabad","Gachibowli, Hyderabad",4.83,39,completed
RIDE067317,user14333,CP00042,7/31/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",8.44,76,completed
RIDE067318,user14687,CP00818,5/4/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",6.09,48,completed
RIDE067319,user09112,CP02317,7/28/2025,"Indiranagar, Bangalore","MG Road, Bangalore",10.21,116,completed
RIDE067320,user07507,CP00964,5/24/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",12.42,98,completed
RIDE067321,user02343,CP01185,8/29/2025,"Koramangala, Bangalore","MG Road, Bangalore",8.26,76,completed
RIDE067322,user14400,CP01235,8/20/2025,"MG Road, Bangalore","Indiranagar, Bangalore",15.94,120,completed
RIDE067323,user14803,CP00649,8/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.83,44,completed
RIDE067324,user09186,CP02407,8/22/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.57,54,completed
RIDE067325,user07511,CP02232,7/4/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",11.62,65,completed
RIDE067326,user14274,CP01406,2025-09-01,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",6.43,48,completed
RIDE067327,user12513,CP01302,2025-06-07,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",4.45,25,completed
RIDE067328,user03142,CP00135,2025-06-28,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",8.18,69,cancelled
RIDE067329,user07111,CP01102,7/26/2025,"Koramangala, Bangalore","Whitefield, Bangalore",5.84,51,completed
RIDE067330,user00519,CP00825,,"Koramangala, Bangalore","Whitefield, Bangalore",13.92,120,completed
RIDE067331,user04724,CP00577,06/18/2025,"Whitefield, Bangalore","Koramangala, Bangalore",9.23,91,completed
RIDE067332,user11339,CP02449,2025-07-22,"Whitefield, Bangalore","MG Road, Bangalore",15.24,110,completed
RIDE067333,user09512,CP01367,2025-08-21,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",3.47,35,completed
RIDE067334,user10008,CP00423,9/1/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",10.89,76,completed
RIDE067335,user09741,CP00264,8/11/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",2.29,21,completed
RIDE067336,user04194,CP01780,2025-07-11,"MG Road, Bangalore","Koramangala, Bangalore",12.02,118,completed
RIDE067337,user03464,CP00010,2025-07-03,"Indiranagar, Bangalore","MG Road, Bangalore",4.56,37,completed
RIDE067338,user10350,CP02027,8/24/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",17.65,120,cancelled
RIDE067339,user08723,CP01502,8/14/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",4.1,27,cancelled
RIDE067340,user05980,CP00169,8/17/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",11.15,62,completed
RIDE067341,user10372,CP02493,7/7/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",15.01,120,completed
RIDE067342,user05270,CP00820,8/26/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",10.78,81,completed
RIDE067343,user06771,CP01001,08/08/2025,"MG Road, Bangalore","Whitefield, Bangalore",16.13,95,completed
RIDE067344,user10264,CP02196,08/31/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",16.69,120,completed
RIDE067345,user09004,CP02349,2025-08-31,"Charminar, Hyderabad","Gachibowli, Hyderabad",9.76,52,cancelled
RIDE067346,user00700,CP02196,08/05/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",15.63,120,completed
RIDE067347,user01812,CP00367,7/22/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.15,24,completed
RIDE067348,user02119,CP00744,8/20/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",4.73,26,completed
RIDE067349,user09892,CP00629,06/23/2025,"Koramangala, Bangalore","MG Road, Bangalore",6.97,45,completed
RIDE067350,user10097,CP02330,2025-08-20,"MG Road, Bangalore","Indiranagar, Bangalore",6.59,33,completed
RIDE067351,user02788,CP01620,8/24/2025,"Koramangala, Bangalore","Whitefield, Bangalore",6.13,50,completed
RIDE067352,user09805,CP00748,2025-07-23,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",16.24,107,completed
RIDE067353,user14953,CP01671,8/19/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",9.76,86,completed
RIDE067354,user13271,CP01736,8/27/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",13.21,120,cancelled
RIDE067355,user05472,CP00777,08/26/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",9.45,46,completed
RIDE067356,user06593,CP02421,2025-08-19,"Whitefield, Bangalore","Indiranagar, Bangalore",7.56,43,completed
RIDE067357,user04228,CP01151,2025-08-15,"MG Road, Bangalore","Indiranagar, Bangalore",6.78,71,completed
,user11620,CP01885,2025-07-10,"Koramangala, Bangalore","MG Road, Bangalore",17.33,118,completed
RIDE067359,user07050,CP01054,2025-07-11,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",2.11,12,completed
,user08809,CP01382,8/24/2025,"MG Road, Bangalore","Whitefield, Bangalore",15.19,103,completed
RIDE067361,user14264,CP01724,08/31/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",8.64,51,completed
RIDE067362,user12440,CP01306,8/22/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",6.56,63,completed
RIDE067363,user10521,CP01827,5/12/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11.57,68,completed
,user06802,CP02108,8/7/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",3.3,17,completed
RIDE067365,user01062,CP01305,8/20/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",13.86,105,cancelled
RIDE067366,user11209,CP01726,7/23/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",8.85,57,completed
RIDE067367,user02190,CP00830,6/5/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",8.27,65,cancelled
