payment_id,ride_id,payment_method,fare,discount_percent,discount_amount,final_amount,payment_status
PAY073427,RIDE077378,UPI,91.13,15.64,14.25,76.88,Pending
PAY073428,RIDE077379,Card,67.65,0,0,67.65,Paid
PAY073429,RIDE077380,Cash,288.07,16.31,46.99,241.08,Paid
PAY073430,RIDE077381,Wallet,263.91,0,0,263.91,Paid
PAY073431,RIDE077382,Cash,371.82,0,0,371.82,Paid
PAY073432,RIDE077383,Card,168.01,17.71,29.75,138.26,Paid
PAY073433,RIDE077384,Cash,262.53,0,0,262.53,Paid
PAY073434,RIDE077385,Card,253.76,0,0,253.76,Paid
PAY073435,RIDE077386,Cash,404.39,24.05,97.27,307.12,Paid
PAY073436,RIDE077387,Wallet,239.78,10.45,25.07,214.71,Paid
PAY073437,RIDE077388,UPI,252.37,13.34,33.66,218.71,Paid
PAY073438,RIDE077389,UPI,69.3,0,0,69.3,Paid
PAY073439,RIDE077390,Cash,224.01,0,0,224.01,Paid
PAY073440,RIDE077391,UPI,105.21,0,0,105.21,Paid
PAY073441,RIDE077392,Card,212.2,18.31,38.85,173.35,Paid
PAY073442,RIDE077393,Card,241.88,0,0,241.88,Pending
PAY073443,RIDE077394,Card,193.86,0,0,193.86,Pending
PAY073444,RIDE077395,UPI,326.79,19.43,63.5,263.29,Paid
PAY073445,RIDE077396,Card,267.35,0,0,267.35,Paid
PAY073446,RIDE077397,Card,281.12,0,0,281.12,Paid
PAY073447,RIDE077398,Card,213.48,19.92,42.52,170.96,Paid
PAY073448,RIDE077399,Card,196.93,0,0,196.93,Paid
PAY073449,RIDE077400,Card,65.16,0,0,65.16,Paid
PAY073450,RIDE077401,Cash,342.74,0,0,342.74,Paid
PAY073451,RIDE077403,UPI,112.67,0,0,112.67,Paid
PAY073452,RIDE077404,Card,132.1,0,0,132.1,Paid
PAY073453,RIDE077405,UPI,60.77,24.34,14.79,45.98,Paid
PAY073454,RIDE077406,Card,363.07,20.58,74.71,288.36,Paid
PAY073455,RIDE077408,Cash,380.78,0,0,380.78,Paid
PAY073456,RIDE077409,Card,227.1,0,0,227.1,Paid
PAY073457,RIDE077410,UPI,503.72,0,0,503.72,Paid
PAY073458,RIDE077412,Wallet,469,17.35,81.35,387.65,Paid
PAY073459,RIDE077413,Wallet,448.83,21.03,94.41,354.42,Pending
PAY073460,RIDE077414,Cash,150.74,13.09,19.73,131.01,Paid
PAY073461,RIDE077415,UPI,278.57,0,0,278.57,Paid
PAY073462,RIDE077416,Cash,355.81,16.65,59.23,296.58,Paid
PAY073463,RIDE077417,UPI,258.03,0,0,258.03,Paid
PAY073464,RIDE077418,UPI,464.99,0,0,464.99,Paid
PAY073465,RIDE077419,Wallet,135.13,0,0,135.13,Paid
PAY073466,RIDE077420,Wallet,392.14,22.53,88.33,303.81,Paid
PAY073467,RIDE077421,Wallet,371.32,12.72,47.22,324.1,Paid
PAY073468,RIDE077422,Cash,295.59,15.8,46.69,248.9,Paid
PAY073469,RIDE077423,UPI,144.67,0,0,144.67,Paid
PAY073470,RIDE077424,UPI,475.6,0,0,475.6,Paid
PAY073471,RIDE077425,Cash,284.56,0,0,284.56,Paid
PAY073472,RIDE077426,UPI,240.82,10.11,24.35,216.47,Paid
PAY073473,RIDE077427,Card,304.48,0,0,304.48,Paid
PAY073474,RIDE077428,Wallet,192.17,0,0,192.17,Paid
PAY073475,RIDE077429,Wallet,324.64,23.45,76.14,248.5,Paid
PAY073476,RIDE077430,Wallet,283.89,13.46,38.22,245.67,Paid
PAY073477,RIDE077431,Cash,408.86,0,0,408.86,Paid
PAY073478,RIDE077432,Card,68.3,0,0,68.3,Paid
PAY073479,RIDE077433,Cash,412.47,0,0,412.47,Paid
PAY073480,RIDE077434,Card,469.34,14.25,66.86,402.48,Pending
PAY073481,RIDE077435,Card,240.63,0,0,240.63,Paid
PAY073482,RIDE077436,UPI,130.17,0,0,130.17,Paid
PAY073483,RIDE077437,Card,128.42,0,0,128.42,Paid
PAY073484,RIDE077438,Cash,348.22,0,0,348.22,Paid
PAY073485,RIDE077439,Card,467.8,0,0,467.8,Paid
PAY073486,RIDE077440,Cash,338.04,0,0,338.04,Paid
PAY073487,RIDE077441,Cash,300.08,0,0,300.08,Paid
PAY073488,RIDE077442,Card,218.73,0,0,218.73,Paid
PAY073489,RIDE077444,Cash,70.2,0,0,70.2,Paid
PAY073490,RIDE077445,Cash,234.28,14.02,32.85,201.43,Paid
PAY073491,RIDE077446,Card,111.29,24.91,27.72,83.57,Paid
PAY073492,RIDE077447,Wallet,224.85,24.17,54.35,170.5,Pending
PAY073493,RIDE077448,Cash,426.84,18.45,78.75,348.09,Paid
PAY073494,RIDE077449,Wallet,311.2,0,0,311.2,Paid
PAY073495,RIDE077451,UPI,255.33,0,0,255.33,Pending
PAY073496,RIDE077452,Cash,358.1,15.07,53.96,304.14,Paid
PAY073497,RIDE077453,Card,64.51,0,0,64.51,Paid
PAY073498,RIDE077454,Wallet,428.73,22.59,96.86,331.87,Paid
PAY073499,RIDE077455,Card,317.42,0,0,317.42,Paid
PAY073500,RIDE077456,Wallet,194.92,17.9,34.9,160.02,Paid
PAY073501,RIDE077457,UPI,438.84,21.26,93.29,345.55,Paid
PAY073502,RIDE077458,Wallet,128.92,21.36,27.54,101.38,Paid
PAY073503,RIDE077459,Cash,54.74,18.38,10.06,44.68,Paid
PAY073504,RIDE077460,Wallet,441.76,22.59,99.8,341.96,Paid
PAY073505,RIDE077461,Wallet,453.45,24.8,112.45,341,Paid
PAY073506,RIDE077462,Card,286.8,0,0,286.8,Paid
PAY073507,RIDE077464,Cash,408.17,0,0,408.17,Paid
PAY073508,RIDE077465,Card,174.59,0,0,174.59,Paid
PAY073509,RIDE077466,Wallet,212.03,0,0,212.03,Paid
PAY073510,RIDE077469,UPI,181.66,24.48,44.48,137.18,Pending
PAY073511,RIDE077470,Card,283.22,18.99,53.79,229.43,Paid
PAY073512,RIDE077471,Cash,252.51,18.33,46.28,206.23,Paid
PAY073513,RIDE077472,Cash,315.32,0,0,315.32,Paid
PAY073514,RIDE077473,UPI,275.37,0,0,275.37,Pending
PAY073515,RIDE077474,UPI,263.75,12.77,33.67,230.08,Paid
PAY073516,RIDE077475,Card,227.08,10.95,24.86,202.22,Paid
PAY073517,RIDE077476,Cash,58.1,0,0,58.1,Paid
PAY073518,RIDE077477,Card,403.43,10.55,42.56,360.87,Paid
PAY073519,RIDE077478,Cash,74.51,10.25,7.64,66.87,Paid
PAY073520,RIDE077479,Wallet,434.63,0,0,434.63,Paid
PAY073521,RIDE077480,Card,428.52,0,0,428.52,Paid
PAY073522,RIDE077482,Card,329.49,0,0,329.49,Paid
PAY073523,RIDE077483,Card,391.1,18.49,72.31,318.79,Paid
PAY073524,RIDE077484,Cash,310.98,0,0,310.98,Paid
PAY073525,RIDE077485,Wallet,440.87,0,0,440.87,Paid
PAY073526,RIDE077486,Wallet,141.59,0,0,141.59,Paid
PAY073527,RIDE077487,UPI,149.72,0,0,149.72,Paid
PAY073528,RIDE077488,Wallet,121.16,0,0,121.16,Paid
PAY073529,RIDE077489,UPI,272.82,10.79,29.43,243.39,Paid
PAY073530,RIDE077490,Wallet,156.61,0,0,156.61,Paid
PAY073531,RIDE077491,Cash,437.42,0,0,437.42,Paid
PAY073532,RIDE077492,Cash,507.32,0,0,507.32,Paid
PAY073533,RIDE077493,Cash,342.51,0,0,342.51,Paid
PAY073534,RIDE077494,Wallet,247.05,0,0,247.05,Paid
PAY073535,RIDE077496,Card,153.57,0,0,153.57,Paid
PAY073536,RIDE077497,Card,468.88,0,0,468.88,Paid
PAY073537,RIDE077499,UPI,99.77,0,0,99.77,Paid
PAY073538,RIDE077500,Wallet,80.07,0,0,80.07,Paid
PAY073539,RIDE077501,Card,457.58,24.51,112.16,345.42,Paid
PAY073540,RIDE077502,UPI,237.48,0,0,237.48,Paid
PAY073541,RIDE077503,UPI,170.25,0,0,170.25,Paid
PAY073542,RIDE077504,Wallet,418.66,0,0,418.66,Paid
PAY073543,RIDE077505,Card,78.83,0,0,78.83,Paid
PAY073544,RIDE077506,Cash,199.86,10.63,21.24,178.62,Paid
PAY073545,RIDE077507,Wallet,102.89,0,0,102.89,Paid
PAY073546,RIDE077508,UPI,350.04,13.53,47.35,302.69,Pending
PAY073547,RIDE077509,Cash,67.62,0,0,67.62,Paid
PAY073548,RIDE077510,UPI,396.58,16.42,65.1,331.48,Paid
PAY073549,RIDE077511,Card,163.97,0,0,163.97,Paid
PAY073550,RIDE077512,Cash,272.12,17.99,48.96,223.16,Paid
PAY073551,RIDE077513,UPI,326.11,16.32,53.23,272.88,Paid
PAY073552,RIDE077514,UPI,441.21,0,0,441.21,Paid
PAY073553,RIDE077515,Cash,226.46,13.46,30.48,195.98,Paid
PAY073554,RIDE077516,Cash,381.52,22.41,85.5,296.02,Paid
PAY073555,RIDE077517,UPI,255.07,21.5,54.84,200.23,Paid
PAY073556,RIDE077518,Wallet,432.42,0,0,432.42,Paid
PAY073557,RIDE077519,UPI,404.72,0,0,404.72,Paid
PAY073558,RIDE077520,Wallet,447.66,12.16,54.44,393.22,Paid
PAY073559,RIDE077521,Cash,331.52,0,0,331.52,Paid
PAY073560,RIDE077522,UPI,459.77,11.46,52.68,407.09,Paid
PAY073561,RIDE077523,Wallet,489.33,11.51,56.33,433,Paid
PAY073562,RIDE077524,Wallet,290.99,0,0,290.99,Pending
PAY073563,RIDE077525,Cash,131.47,22.59,29.7,101.77,Paid
PAY073564,RIDE077526,Cash,383.99,0,0,383.99,Paid
PAY073565,RIDE077528,Card,95.94,0,0,95.94,Paid
PAY073566,RIDE077529,Cash,287.73,11.86,34.12,253.61,Paid
PAY073567,RIDE077530,Cash,232.34,0,0,232.34,Paid
PAY073568,RIDE077531,UPI,381.65,0,0,381.65,Paid
PAY073569,RIDE077532,Card,453.7,0,0,453.7,Paid
PAY073570,RIDE077533,Wallet,206.1,0,0,206.1,Paid
PAY073571,RIDE077534,Cash,449.01,0,0,449.01,Paid
PAY073572,RIDE077535,Wallet,290.02,11.49,33.33,256.69,Pending
PAY073573,RIDE077536,Card,350.01,0,0,350.01,Paid
PAY073574,RIDE077537,Wallet,435.02,0,0,435.02,Paid
PAY073575,RIDE077538,Wallet,70.89,0,0,70.89,Paid
PAY073576,RIDE077539,Cash,78.09,0,0,78.09,Paid
PAY073577,RIDE077540,UPI,192.45,0,0,192.45,Paid
PAY073578,RIDE077541,Card,356.37,0,0,356.37,Paid
PAY073579,RIDE077542,Card,491.42,12.02,59.09,432.33,Paid
PAY073580,RIDE077543,Card,252.11,0,0,252.11,Paid
PAY073581,RIDE077544,Card,453.52,0,0,453.52,Paid
PAY073582,RIDE077545,Card,50.63,0,0,50.63,Paid
PAY073583,RIDE077546,Card,357.31,0,0,357.31,Paid
PAY073584,RIDE077547,Card,468.81,15.51,72.7,396.11,Paid
PAY073585,RIDE077548,Card,301.99,0,0,301.99,Paid
PAY073586,RIDE077549,Wallet,143.74,17.04,24.49,119.25,Paid
PAY073587,RIDE077551,Cash,60.02,0,0,60.02,Paid
PAY073588,RIDE077552,Card,414.98,13.54,56.17,358.81,Paid
PAY073589,RIDE077553,Cash,134.8,0,0,134.8,Paid
PAY073590,RIDE077555,Cash,125.88,13.66,17.19,108.69,Paid
PAY073591,RIDE077556,Card,440.72,0,0,440.72,Paid
PAY073592,RIDE077557,Cash,487.98,24.65,120.29,367.69,Paid
PAY073593,RIDE077558,UPI,351.41,12.35,43.4,308.01,Paid
PAY073594,RIDE077559,Cash,241.17,22.53,54.33,186.84,Paid
PAY073595,RIDE077560,UPI,190.47,0,0,190.47,Paid
PAY073596,RIDE077561,Wallet,164.89,0,0,164.89,Paid
PAY073597,RIDE077562,Card,177.45,23.52,41.74,135.71,Paid
PAY073598,RIDE077563,Cash,245.21,0,0,245.21,Paid
PAY073599,RIDE077564,Wallet,370.86,0,0,370.86,Paid
PAY073600,RIDE077565,Wallet,175.32,0,0,175.32,Paid
PAY073601,RIDE077566,Cash,203.06,23.58,47.89,155.17,Paid
PAY073602,RIDE077567,Card,458.83,0,0,458.83,Paid
PAY073603,RIDE077568,Wallet,229.63,15.63,35.89,193.74,Paid
PAY073604,RIDE077569,Wallet,256.26,19.91,51.01,205.25,Paid
PAY073605,RIDE077570,UPI,255.54,0,0,255.54,Paid
PAY073606,RIDE077571,Cash,393.49,0,0,393.49,Paid
PAY073607,RIDE077572,Wallet,343.37,0,0,343.37,Paid
PAY073608,RIDE077573,Card,341.82,0,0,341.82,Paid
PAY073609,RIDE077574,Card,412.7,0,0,412.7,Paid
PAY073610,RIDE077575,Card,342.19,0,0,342.19,Paid
PAY073611,RIDE077577,UPI,335.31,0,0,335.31,Paid
PAY073612,RIDE077578,Cash,390.12,10.72,41.82,348.3,Paid
PAY073613,RIDE077579,Wallet,306.75,0,0,306.75,Paid
PAY073614,RIDE077580,Cash,202.47,0,0,202.47,Paid
PAY073615,RIDE077581,Wallet,300.03,0,0,300.03,Paid
PAY073616,RIDE077582,Cash,297.5,19.51,58.06,239.44,Paid
PAY073617,RIDE077583,Card,419.8,23,96.55,323.25,Pending
PAY073618,RIDE077584,Wallet,356.55,0,0,356.55,Paid
PAY073619,RIDE077585,Wallet,153.85,13.13,20.2,133.65,Paid
PAY073620,RIDE077586,Card,209.44,0,0,209.44,Paid
PAY073621,RIDE077587,Wallet,122.07,14.94,18.23,103.84,Paid
PAY073622,RIDE077588,UPI,206.79,0,0,206.79,Paid
PAY073623,RIDE077589,Card,370.5,17.74,65.73,304.77,Paid
PAY073624,RIDE077590,Card,106.24,0,0,106.24,Paid
PAY073625,RIDE077591,Wallet,62.41,0,0,62.41,Paid
PAY073626,RIDE077592,Card,348.46,0,0,348.46,Paid
PAY073627,RIDE077594,Cash,477.88,0,0,477.88,Paid
PAY073628,RIDE077595,Cash,185.54,0,0,185.54,Paid
PAY073629,RIDE077596,Card,234.07,0,0,234.07,Paid
PAY073630,RIDE077597,Wallet,58.58,18.9,11.07,47.51,Paid
PAY073631,RIDE077599,Cash,145.13,21.23,30.81,114.32,Paid
PAY073632,RIDE077600,Wallet,346.73,0,0,346.73,Paid
PAY073633,RIDE077601,Cash,395.64,21.93,86.74,308.9,Paid
PAY073634,RIDE077602,Wallet,459.31,12.64,58.04,401.27,Paid
PAY073635,RIDE077603,Card,184.38,19.1,35.22,149.16,Paid
PAY073636,RIDE077604,Wallet,389.02,0,0,389.02,Paid
PAY073637,RIDE077605,Card,72.11,13.16,9.49,62.62,Paid
PAY073638,RIDE077606,Card,57.54,0,0,57.54,Paid
PAY073639,RIDE077607,Wallet,95.82,12.89,12.35,83.47,Paid
PAY073640,RIDE077608,UPI,154.99,0,0,154.99,Paid
PAY073641,RIDE077609,Card,147.69,0,0,147.69,Paid
PAY073642,RIDE077610,Cash,140.18,0,0,140.18,Paid
PAY073643,RIDE077611,UPI,226.94,0,0,226.94,Paid
PAY073644,RIDE077612,UPI,398.23,0,0,398.23,Pending
PAY073645,RIDE077613,Cash,178.79,11.36,20.32,158.47,Paid
PAY073646,RIDE077614,Cash,70.39,0,0,70.39,Paid
PAY073647,RIDE077615,Cash,474.7,21.71,103.08,371.62,Paid
PAY073648,RIDE077616,Wallet,371.11,0,0,371.11,Paid
PAY073649,RIDE077617,UPI,366.36,23.66,86.68,279.68,Paid
PAY073650,RIDE077618,Card,180.84,10.51,19.01,161.83,Paid
PAY073651,RIDE077619,Wallet,203.02,0,0,203.02,Paid
PAY073652,RIDE077620,Card,380.74,0,0,380.74,Paid
PAY073653,RIDE077621,Cash,372.43,0,0,372.43,Paid
PAY073654,RIDE077622,Cash,207.27,0,0,207.27,Paid
PAY073655,RIDE077623,Wallet,152.96,0,0,152.96,Paid
PAY073656,RIDE077624,UPI,78.38,0,0,78.38,Paid
PAY073657,RIDE077625,Wallet,184.11,19.88,36.59,147.52,Paid
PAY073658,RIDE077626,Wallet,441.27,0,0,441.27,Paid
PAY073659,RIDE077627,UPI,149.79,10.44,15.63,134.16,Paid
PAY073660,RIDE077628,Cash,432.28,0,0,432.28,Paid
PAY073661,RIDE077629,Cash,399.29,13.75,54.91,344.38,Paid
PAY073662,RIDE077630,Wallet,174.22,0,0,174.22,Paid
PAY073663,RIDE077631,UPI,301.75,0,0,301.75,Paid
PAY073664,RIDE077632,Wallet,178.92,0,0,178.92,Paid
PAY073665,RIDE077633,UPI,254.43,0,0,254.43,Paid
PAY073666,RIDE077634,Wallet,380.95,10.05,38.3,342.65,Paid
PAY073667,RIDE077635,UPI,247.04,0,0,247.04,Paid
PAY073668,RIDE077636,Card,323.2,22.95,74.16,249.04,Paid
PAY073669,RIDE077637,Card,151.28,0,0,151.28,Paid
PAY073670,RIDE077638,Card,360.31,0,0,360.31,Paid
PAY073671,RIDE077639,Card,114.72,18.42,21.13,93.59,Paid
PAY073672,RIDE077640,Card,356.44,10.92,38.94,317.5,Paid
PAY073673,RIDE077641,UPI,198.54,0,0,198.54,Paid
PAY073674,RIDE077642,Card,280.12,17.97,50.35,229.77,Paid
PAY073675,RIDE077643,Cash,145.57,10.96,15.95,129.62,Paid
PAY073676,RIDE077644,Card,219.74,0,0,219.74,Paid
PAY073677,RIDE077645,Wallet,305.07,0,0,305.07,Paid
PAY073678,RIDE077646,Cash,235.82,0,0,235.82,Paid
PAY073679,RIDE077647,Card,209.23,0,0,209.23,Paid
PAY073680,RIDE077648,Wallet,120.42,21.63,26.05,94.37,Paid
PAY073681,RIDE077649,Wallet,512.45,0,0,512.45,Pending
PAY073682,RIDE077650,Card,324.06,0,0,324.06,Paid
PAY073683,RIDE077651,Cash,529.91,22.16,117.44,412.47,Paid
PAY073684,RIDE077652,Card,68.23,0,0,68.23,Paid
PAY073685,RIDE077653,Cash,126.17,18.08,22.81,103.36,Paid
PAY073686,RIDE077654,UPI,296.28,0,0,296.28,Pending
PAY073687,RIDE077655,Card,66.68,19.66,13.11,53.57,Paid
PAY073688,RIDE077656,Wallet,95.28,10.95,10.44,84.84,Pending
PAY073689,RIDE077657,Cash,515.05,22.81,117.5,397.55,Paid
PAY073690,RIDE077658,Card,374.33,0,0,374.33,Pending
PAY073691,RIDE077659,Cash,336.49,16.46,55.37,281.12,Paid
PAY073692,RIDE077660,Wallet,294.06,0,0,294.06,Paid
PAY073693,RIDE077661,Card,125.5,0,0,125.5,Paid
PAY073694,RIDE077662,UPI,139.72,19.91,27.81,111.91,Paid
PAY073695,RIDE077663,Card,160.04,0,0,160.04,Paid
PAY073696,RIDE077664,Wallet,435.38,15.84,68.97,366.41,Paid
PAY073697,RIDE077665,Wallet,409.97,20.23,82.94,327.03,Paid
PAY073698,RIDE077666,Card,247.18,0,0,247.18,Paid
PAY073699,RIDE077667,Card,422.16,0,0,422.16,Paid
PAY073700,RIDE077668,Cash,343.98,19.76,67.96,276.02,Paid
PAY073701,RIDE077669,Cash,132.28,0,0,132.28,Paid
PAY073702,RIDE077670,Wallet,244.82,0,0,244.82,Paid
PAY073703,RIDE077671,Cash,396.11,0,0,396.11,Paid
PAY073704,RIDE077672,UPI,220.85,0,0,220.85,Paid
PAY073705,RIDE077673,Wallet,354.1,18.93,67.03,287.07,Paid
PAY073706,RIDE077675,Wallet,277.67,16.57,46,231.67,Paid
PAY073707,RIDE077676,Cash,268.94,23.66,63.64,205.3,Paid
PAY073708,RIDE077678,Card,367.23,0,0,367.23,Paid
PAY073709,RIDE077679,UPI,155.88,0,0,155.88,Paid
PAY073710,RIDE077680,UPI,153.94,15.83,24.37,129.57,Paid
PAY073711,RIDE077681,UPI,86.85,10.46,9.09,77.76,Paid
PAY073712,RIDE077682,Wallet,379.41,0,0,379.41,Paid
PAY073713,RIDE077683,Wallet,75.9,0,0,75.9,Paid
PAY073714,RIDE077684,Wallet,281.78,0,0,281.78,Paid
PAY073715,RIDE077685,UPI,246.43,12.02,29.61,216.82,Paid
PAY073716,RIDE077687,UPI,256.47,0,0,256.47,Paid
PAY073717,RIDE077688,Cash,184.16,0,0,184.16,Paid
PAY073718,RIDE077689,Card,76.22,20.18,15.38,60.84,Paid
PAY073719,RIDE077691,Wallet,294.83,0,0,294.83,Pending
PAY073720,RIDE077692,Wallet,96.73,10.61,10.26,86.47,Paid
PAY073721,RIDE077693,UPI,255.48,0,0,255.48,Paid
PAY073722,RIDE077694,UPI,58.79,15.63,9.19,49.6,Paid
PAY073723,RIDE077695,UPI,427.45,0,0,427.45,Paid
PAY073724,RIDE077696,Cash,247.65,16.29,40.34,207.31,Paid
PAY073725,RIDE077697,Cash,433.91,0,0,433.91,Paid
PAY073726,RIDE077698,UPI,504.69,0,0,504.69,Paid
PAY073727,RIDE077699,Wallet,141.18,0,0,141.18,Paid
PAY073728,RIDE077700,Wallet,105.23,18.41,19.37,85.86,Paid
PAY073729,RIDE077701,Cash,197.83,0,0,197.83,Paid
PAY073730,RIDE077702,UPI,485.78,18.34,89.09,396.69,Paid
PAY073731,RIDE077703,Wallet,449.12,0,0,449.12,Paid
PAY073732,RIDE077704,Cash,143.47,0,0,143.47,Paid
PAY073733,RIDE077705,Cash,207.64,0,0,207.64,Paid
PAY073734,RIDE077706,UPI,455.61,0,0,455.61,Paid
PAY073735,RIDE077707,Card,422.84,0,0,422.84,Paid
PAY073736,RIDE077708,Wallet,422.89,0,0,422.89,Paid
PAY073737,RIDE077709,Cash,77.93,0,0,77.93,Paid
PAY073738,RIDE077710,Wallet,233.51,0,0,233.51,Paid
PAY073739,RIDE077711,Cash,381.57,21.08,80.43,301.14,Paid
PAY073740,RIDE077712,UPI,330.76,0,0,330.76,Paid
PAY073741,RIDE077713,Wallet,298.83,10.86,32.45,266.38,Paid
PAY073742,RIDE077714,Cash,322.25,15.09,48.63,273.62,Paid
PAY073743,RIDE077715,Wallet,229.61,23.45,53.84,175.77,Paid
PAY073744,RIDE077716,Card,459.18,0,0,459.18,Paid
PAY073745,RIDE077717,UPI,107.8,0,0,107.8,Paid
PAY073746,RIDE077718,UPI,335.01,20.51,68.7,266.31,Paid
PAY073747,RIDE077719,Wallet,198.91,0,0,198.91,Paid
PAY073748,RIDE077720,Card,165.65,14.58,24.16,141.49,Paid
PAY073749,RIDE077721,Cash,355.58,23.41,83.25,272.33,Paid
PAY073750,RIDE077722,UPI,183.22,0,0,183.22,Paid
PAY073751,RIDE077723,Card,192.44,0,0,192.44,Paid
PAY073752,RIDE077724,Cash,125.9,17.85,22.48,103.42,Paid
PAY073753,RIDE077725,UPI,178.71,13.67,24.44,154.27,Paid
PAY073754,RIDE077726,Cash,432.01,0,0,432.01,Paid
PAY073755,RIDE077727,UPI,179.75,0,0,179.75,Paid
PAY073756,RIDE077729,Cash,226.55,0,0,226.55,Paid
PAY073757,RIDE077730,Wallet,305.44,0,0,305.44,Paid
PAY073758,RIDE077731,Card,432.04,15.62,67.49,364.55,Paid
PAY073759,RIDE077732,UPI,474.15,0,0,474.15,Paid
PAY073760,RIDE077733,UPI,259.71,19.09,49.58,210.13,Paid
PAY073761,RIDE077734,Cash,393.16,18.83,74.03,319.13,Paid
PAY073762,RIDE077735,Wallet,385.97,0,0,385.97,Paid
PAY073763,RIDE077736,UPI,447.9,0,0,447.9,Paid
PAY073764,RIDE077737,Cash,139.77,10.21,14.28,125.49,Paid
PAY073765,RIDE077738,Cash,81.95,0,0,81.95,Paid
PAY073766,RIDE077739,UPI,264.68,0,0,264.68,Paid
PAY073767,RIDE077740,UPI,236.66,0,0,236.66,Paid
PAY073768,RIDE077741,Wallet,325.07,22.77,74.02,251.05,Paid
PAY073769,RIDE077742,Wallet,387.68,0,0,387.68,Paid
PAY073770,RIDE077743,Card,369.76,0,0,369.76,Paid
PAY073771,RIDE077744,Cash,400.46,19.78,79.21,321.25,Paid
PAY073772,RIDE077745,Wallet,208.62,0,0,208.62,Pending
PAY073773,RIDE077746,Cash,129.55,0,0,129.55,Paid
PAY073774,RIDE077748,UPI,396.71,0,0,396.71,Paid
PAY073775,RIDE077749,Wallet,97.84,0,0,97.84,Paid
PAY073776,RIDE077750,Wallet,98.51,0,0,98.51,Paid
PAY073777,RIDE077751,UPI,85.59,0,0,85.59,Paid
PAY073778,RIDE077752,Card,68.28,0,0,68.28,Paid
PAY073779,RIDE077753,Card,100.71,0,0,100.71,Paid
PAY073780,RIDE077754,UPI,267.49,0,0,267.49,Paid
PAY073781,RIDE077755,UPI,374.71,0,0,374.71,Paid
PAY073782,RIDE077756,Wallet,203.81,0,0,203.81,Paid
PAY073783,RIDE077757,Wallet,180.15,0,0,180.15,Paid
PAY073784,RIDE077758,Card,367.64,0,0,367.64,Paid
PAY073785,RIDE077759,Card,148.29,16.9,25.06,123.23,Pending
PAY073786,RIDE077760,Cash,149.93,0,0,149.93,Paid
PAY073787,RIDE077761,Cash,214.37,18.61,39.9,174.47,Paid
PAY073788,RIDE077762,UPI,250.02,11.61,29.03,220.99,Paid
PAY073789,RIDE077763,Card,119.19,0,0,119.19,Paid
PAY073790,RIDE077764,Cash,237.63,0,0,237.63,Paid
PAY073791,RIDE077765,Cash,107.33,16.3,17.49,89.84,Paid
PAY073792,RIDE077766,Wallet,269.08,10.57,28.45,240.63,Paid
PAY073793,RIDE077767,UPI,160.25,0,0,160.25,Paid
PAY073794,RIDE077768,Wallet,105.56,0,0,105.56,Paid
PAY073795,RIDE077769,Card,93.64,0,0,93.64,Paid
PAY073796,RIDE077770,Wallet,325.31,0,0,325.31,Paid
PAY073797,RIDE077771,Cash,510.46,18.02,91.96,418.5,Paid
PAY073798,RIDE077772,Cash,381.31,0,0,381.31,Paid
PAY073799,RIDE077773,Cash,313.28,0,0,313.28,Paid
PAY073800,RIDE077774,UPI,67.77,0,0,67.77,Paid
PAY073801,RIDE077775,Wallet,123.38,0,0,123.38,Paid
PAY073802,RIDE077776,UPI,92.98,0,0,92.98,Paid
PAY073803,RIDE077777,UPI,307.96,0,0,307.96,Paid
PAY073804,RIDE077778,Card,334.04,0,0,334.04,Paid
PAY073805,RIDE077779,Cash,259.27,19.76,51.23,208.04,Paid
PAY073806,RIDE077780,UPI,172.3,22.66,39.04,133.26,Paid
PAY073807,RIDE077781,UPI,323.51,0,0,323.51,Paid
PAY073808,RIDE077782,UPI,482.83,0,0,482.83,Paid
PAY073809,RIDE077783,Card,412.03,22.46,92.53,319.5,Paid
PAY073810,RIDE077784,Card,180.64,0,0,180.64,Paid
PAY073811,RIDE077785,UPI,419.99,13.27,55.72,364.27,Paid
PAY073812,RIDE077786,Wallet,398.01,0,0,398.01,Paid
PAY073813,RIDE077787,UPI,109.91,13.89,15.27,94.64,Paid
PAY073814,RIDE077788,UPI,158.99,21.8,34.67,124.32,Paid
PAY073815,RIDE077789,Cash,373.89,0,0,373.89,Paid
PAY073816,RIDE077790,Card,487.24,17.44,84.97,402.27,Pending
PAY073817,RIDE077791,Cash,443.63,0,0,443.63,Paid
PAY073818,RIDE077792,Wallet,522.37,0,0,522.37,Paid
PAY073819,RIDE077793,UPI,110.33,10.75,11.86,98.47,Paid
PAY073820,RIDE077794,Cash,127.01,0,0,127.01,Paid
PAY073821,RIDE077795,Wallet,69.12,23.13,15.98,53.14,Paid
PAY073822,RIDE077796,UPI,476.92,0,0,476.92,Paid
PAY073823,RIDE077797,Wallet,507.13,14.88,75.45,431.68,Paid
PAY073824,RIDE077798,Cash,463.14,15.88,73.57,389.57,Paid
PAY073825,RIDE077799,Cash,173.32,0,0,173.32,Paid
PAY073826,RIDE077800,Card,486.12,0,0,486.12,Pending
PAY073827,RIDE077801,Cash,90.34,24.24,21.9,68.44,Paid
PAY073828,RIDE077802,UPI,301.4,11.31,34.08,267.32,Paid
PAY073829,RIDE077803,Card,350.07,20.94,73.31,276.76,Paid
PAY073830,RIDE077804,Card,227.27,16,36.37,190.9,Paid
